2026-03-17 10:14:53 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 20:40:34 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:34] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:36 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:36] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:36 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:36] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:38] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:38] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:40] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:40] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:42] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:42] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:44 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:44] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:44 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:44] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:46] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:46] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:48 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:48] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:48 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:48] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:50 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:50] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:50 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:50] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:52] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:52] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:54 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:54] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:54 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:54] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:56 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:56] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:56 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:56] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:40:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:58] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:40:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:40:58] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:00 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:00] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:00 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:00] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:02 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:02] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:02 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:02] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:04 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:04] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:04 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:04] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:06 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:06] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:06 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:06] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:08 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:08] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:08 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:08] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:10 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:10] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:10 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:10] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:12] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:12] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:14 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:14] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:14 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:14] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:16 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:16] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:16 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:16] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:17 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:17] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:17 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:17] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:41:17 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:17] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:41:17 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:17] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:18 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:18] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:18 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:18] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:20 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:20] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:20 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:20] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:22 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:22] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:22 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:22] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:24 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:24] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:24 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:24] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:26 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:26] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:26 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:26] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:28] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:28] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:30 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:30] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:30 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:30] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:32 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:32] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:32 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:32] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:34 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:34] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:34 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:34] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:35 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:35] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:35 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:35] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:36 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:36] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:36 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:36] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:37 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:37] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:37 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:37] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:37 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:37] "GET /trade HTTP/1.1" 200 -
2026-03-17 20:41:37 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:37] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 20:41:37 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:37] "[33mGET /api/portfolio HTTP/1.1[0m" 404 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "GET /api/paper/history HTTP/1.1" 200 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "POST /api/feed/start HTTP/1.1" 200 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:38 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:38] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:40] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:40] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:40] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:40] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:42] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:42] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:42] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:42] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:44 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:44] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:44 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:44] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:44 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:44] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:44 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:44] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:46] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:46] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:46] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:46] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:48 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:48] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:48 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:48] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:48 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:48] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:48 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:48] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:50 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:50] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:50 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:50] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:50 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:50] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:50 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:50] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET / HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/dates HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:52 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:52] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:54 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:54] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:54 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:54] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:54 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:54] "GET /trade HTTP/1.1" 200 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "[33mGET /api/portfolio HTTP/1.1[0m" 404 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "GET /api/paper/history HTTP/1.1" 200 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "POST /api/feed/start HTTP/1.1" 200 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:55 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:55] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:56 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:56] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:56 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:56] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:57] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:57] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:58] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:58] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:41:59 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:59] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:41:59 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:41:59] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:00 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:00] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:00 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:00] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:01 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:01] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:01 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:01] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:02 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:02] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:02 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:02] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:03 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:03] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:03 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:03] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:04 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:04] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:04 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:04] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:05 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:05] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:05 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:05] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:06 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:06] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:06 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:06] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:07 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:07] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:07 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:07] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:08 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:08] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:08 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:08] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:09 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:09] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:09 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:09] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:10 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:10] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:10 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:10] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:11 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:11] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:11 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:11] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:12] "GET / HTTP/1.1" 200 -
2026-03-17 20:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:12] "GET /api/dates HTTP/1.1" 200 -
2026-03-17 20:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:12] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 20:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:12] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:12] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:14 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:14] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:14 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:14] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:16 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:16] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:16 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:16] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:17 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:17] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:42:17 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:17] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:42:18 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:18] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:18 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:18] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:20 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:20] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:20 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:20] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:22 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:22] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:22 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:22] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:24 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:24] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:24 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:24] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:26 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:26] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:26 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:26] "GET /api/paper/positions HTTP/1.1" 200 -
2026-03-17 20:42:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 20:42:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:28] "GET /api/live HTTP/1.1" 200 -
2026-03-17 20:42:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 20:42:28] "GET /api/paper/positions HTTP/1.1" 200 -
